ID,Age,Year_Birth,Education,Marital_Status,Income,TotalChildren,Dt_Customer,Recency,TotalSpent,TotalAcceptedCmp,Response,Complain,Country,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
2945,70,1955,PhD,Together,46015.0,2,2014-04-13,25,46,2,0,0,CA,38,0,2,0,0,6,0,1,1,0,0,1,1,0,3,7
9291,66,1959,Master,Married,34242.0,1,2014-03-23,25,15,0,0,0,SP,8,2,4,0,0,1,0,0,0,0,0,1,0,0,3,5
2829,70,1955,Graduation,Married,65210.0,1,2014-03-10,25,731,2,0,0,CA,626,0,70,0,7,28,1,0,0,1,0,2,9,3,8,6
8594,67,1958,PhD,Widow,50520.0,1,2014-01-28,25,135,0,0,0,SP,112,0,6,2,1,14,0,0,0,0,0,2,3,1,3,6
1592,55,1970,Graduation,Married,90765.0,0,2014-01-24,25,1724,2,0,0,CA,547,99,812,151,82,33,1,0,0,0,1,0,4,6,5,1
4310,81,1944,Graduation,Married,80589.0,0,2014-01-22,25,1428,1,1,0,AUS,507,93,520,242,40,26,1,0,0,0,0,1,5,10,5,1
6950,67,1958,Master,Married,49572.0,2,2013-12-15,25,54,0,0,0,CA,35,1,16,0,1,1,0,0,0,0,0,2,2,0,3,7
8492,47,1978,Graduation,Together,75437.0,0,2013-11-09,25,1493,1,0,0,SP,795,0,545,95,58,0,1,0,0,0,0,1,8,4,10,6
5684,54,1971,Master,Divorced,44635.0,2,2013-10-11,25,68,0,0,0,SP,56,0,9,0,0,3,0,0,0,0,0,2,2,0,3,7
5909,61,1964,Graduation,Married,58512.0,1,2013-09-19,25,1171,0,0,0,GER,895,10,101,13,0,152,0,0,0,0,0,5,3,4,8,8
9855,73,1952,PhD,Single,62000.0,1,2013-08-25,25,1020,1,0,0,SP,899,0,101,0,0,20,1,0,0,0,0,1,6,6,13,4
975,69,1956,Graduation,Single,54252.0,2,2013-05-28,25,264,0,0,0,AUS,178,4,26,8,4,44,0,0,0,0,0,5,4,1,5,6
8754,51,1974,PhD,Together,45068.0,1,2013-05-16,25,20,0,0,0,SP,14,0,3,0,0,3,0,0,0,0,0,1,1,0,2,7
1456,46,1979,Graduation,Single,60474.0,1,2013-04-01,25,1180,0,0,0,IND,265,199,303,234,9,170,0,0,0,0,0,7,10,2,12,7
2849,46,1979,Graduation,Single,60474.0,1,2013-04-01,25,1180,0,0,0,CA,265,199,303,234,9,170,0,0,0,0,0,7,10,2,12,7
9984,44,1981,2n Cycle,Married,56337.0,2,2013-03-27,25,724,2,1,0,SP,349,16,144,28,5,182,1,0,1,0,0,5,8,5,4,8
5527,38,1987,Graduation,Together,22434.0,1,2013-02-13,25,58,0,0,0,SP,4,12,11,3,13,15,0,0,0,0,0,2,2,0,3,8
5628,43,1982,Graduation,Together,61416.0,0,2013-02-08,25,1665,1,0,0,US,848,154,323,201,61,78,0,0,1,0,0,1,10,3,10,6
7627,50,1975,Master,Married,92163.0,0,2012-12-12,25,2086,2,1,0,SP,817,183,797,106,163,20,1,0,0,0,1,0,5,11,5,2
1351,69,1956,Master,Together,58656.0,1,2012-09-20,25,1220,1,0,0,SP,962,12,194,16,24,12,0,0,0,0,1,4,7,8,13,6
10629,52,1973,2n Cycle,Married,,1,2012-09-14,25,109,0,0,0,GER,25,3,43,17,4,17,0,0,0,0,0,3,3,0,3,8
10395,39,1986,Basic,Single,8940.0,1,2012-08-22,25,101,0,0,0,SP,1,45,3,4,6,42,0,0,0,0,0,3,3,1,3,8
6961,51,1974,Graduation,Married,26751.0,2,2014-05-22,26,11,0,0,0,SP,1,1,5,0,3,1,0,0,0,0,0,1,1,0,2,8
10196,47,1978,Graduation,Married,71427.0,2,2014-03-12,26,614,0,0,0,US,212,123,177,15,64,23,0,0,0,0,0,2,8,2,8,4
6182,41,1984,Graduation,Together,26646.0,1,2014-02-10,26,53,0,0,0,US,11,4,20,10,3,5,0,0,0,0,0,2,2,0,4,6
10432,51,1974,Graduation,Divorced,19346.0,1,2014-01-30,26,22,0,0,0,CA,2,0,9,3,6,2,0,0,0,0,0,1,1,0,3,8
1542,50,1975,Graduation,Single,56243.0,3,2013-12-30,26,396,0,0,0,US,347,0,35,4,3,7,0,0,0,0,0,6,4,2,8,5
4220,55,1970,PhD,Married,59892.0,1,2013-11-02,26,87,0,0,0,CA,73,0,13,0,1,0,0,0,0,0,0,1,2,1,3,3
4141,60,1965,Graduation,Together,71613.0,0,2013-08-21,26,776,0,0,0,US,426,49,127,111,21,42,0,0,0,0,0,1,8,2,10,4
1940,39,1986,Graduation,Married,25252.0,1,2013-07-12,26,18,0,0,0,AUS,1,3,4,2,2,6,0,0,0,0,0,1,1,0,2,8
1506,50,1975,Graduation,Single,42160.0,2,2013-06-28,26,140,0,1,0,SP,48,9,45,3,15,20,0,0,0,0,0,4,2,1,4,6
6347,46,1979,Basic,Single,15862.0,1,2013-06-27,26,36,0,0,0,SP,1,1,4,11,9,10,0,0,0,0,0,1,1,0,3,8
1361,51,1974,Master,Married,82584.0,0,2013-06-04,26,1435,2,1,0,SP,1076,68,103,29,91,68,0,0,0,1,1,1,3,4,8,1
9422,36,1989,Graduation,Married,38360.0,1,2013-05-31,26,131,0,0,0,AUS,36,2,42,20,21,10,0,0,0,0,0,2,2,1,4,3
1081,68,1957,PhD,Married,75283.0,3,2013-03-27,26,1019,0,0,0,SA,733,9,180,12,19,66,0,0,0,0,0,11,6,3,5,4
7458,69,1956,Master,Together,34941.0,2,2013-03-06,26,97,0,0,0,AUS,39,2,25,4,3,24,0,0,0,0,0,2,3,0,3,8
1012,73,1952,Graduation,Single,61823.0,1,2013-02-18,26,884,0,0,0,AUS,523,7,134,37,14,169,0,0,0,0,0,4,8,2,10,7
5453,69,1956,Master,Married,90226.0,0,2012-09-26,26,2352,1,0,0,SA,1083,108,649,253,151,108,1,0,0,0,0,1,4,7,12,2
6818,51,1974,Graduation,Married,44989.0,1,2012-09-12,26,369,0,0,0,SP,98,0,106,49,10,106,0,0,0,0,0,5,5,1,5,6
7807,51,1974,Graduation,Married,44989.0,1,2012-09-12,26,369,0,0,0,SP,98,0,106,49,10,106,0,0,0,0,0,5,5,1,5,6
7532,45,1980,Graduation,Married,43586.0,1,2012-08-30,26,132,0,0,0,GER,99,2,11,4,0,16,0,0,0,0,0,3,3,0,4,8
8346,51,1974,Graduation,Single,32233.0,1,2012-08-19,26,296,1,1,0,SP,138,15,35,25,11,72,0,0,1,0,0,2,6,2,2,9
5564,56,1969,Graduation,Together,62882.0,1,2012-08-09,26,1338,0,0,0,AUS,509,133,497,78,24,97,0,0,0,0,0,2,7,5,6,4
3267,62,1963,Master,Together,57288.0,1,2014-06-25,27,608,1,0,0,CA,527,0,21,0,0,60,0,0,0,1,0,3,8,1,8,6
3091,44,1981,2n Cycle,Together,75774.0,1,2014-05-02,27,823,0,0,0,SA,340,21,134,258,14,56,0,0,0,0,0,1,7,5,8,4
762,44,1981,2n Cycle,Together,75774.0,1,2014-05-02,27,823,0,0,0,SP,340,21,134,258,14,56,0,0,0,0,0,1,7,5,8,4
8029,37,1988,Master,Single,90247.0,0,2014-04-29,27,1621,3,1,0,US,1184,32,352,21,16,16,1,0,0,1,1,1,3,4,7,1
4376,65,1960,2n Cycle,Single,32218.0,0,2014-02-15,27,93,1,1,0,SP,10,24,15,13,1,30,0,0,1,0,0,1,2,1,3,7
10981,37,1988,Graduation,Married,84219.0,0,2014-02-02,27,1198,0,0,0,SA,434,137,400,45,137,45,0,0,0,0,0,1,3,4,10,1
486,37,1988,Graduation,Married,84219.0,0,2014-02-02,27,1198,0,0,0,CA,434,137,400,45,137,45,0,0,0,0,0,1,3,4,10,1
1158,59,1966,Graduation,Divorced,48877.0,1,2014-01-05,27,144,0,0,0,SP,102,1,15,2,0,24,0,0,0,0,0,1,3,0,4,7
9119,75,1950,Graduation,Together,60905.0,1,2013-12-05,27,392,0,0,0,US,208,17,76,36,17,38,0,0,0,0,0,2,3,3,7,2
6694,61,1964,Graduation,Married,75236.0,1,2013-11-25,27,1068,0,0,0,SP,438,66,400,12,38,114,0,0,0,0,0,1,8,3,13,4
10573,72,1953,Graduation,Divorced,62551.0,0,2013-11-18,27,421,1,0,0,IND,125,16,98,134,21,27,0,0,1,0,0,1,6,7,4,3
10140,42,1983,PhD,Together,70123.0,0,2013-09-28,27,1727,2,0,0,IND,1308,0,396,23,0,0,0,1,0,1,0,1,5,7,4,3
2286,63,1962,Graduation,Single,50785.0,2,2013-09-10,27,114,0,0,0,CA,64,1,21,0,1,27,0,0,0,0,0,2,2,1,3,6
8420,55,1970,2n Cycle,Married,15315.0,0,2013-08-03,27,64,0,0,0,SP,7,4,13,15,8,17,0,0,0,0,0,2,2,0,4,5
10065,55,1970,2n Cycle,Married,15315.0,0,2013-08-03,27,64,0,0,0,SP,7,4,13,15,8,17,0,0,0,0,0,2,2,0,4,5
1029,55,1970,PhD,Together,64413.0,1,2013-08-01,27,279,0,0,0,SP,200,5,44,0,10,20,0,0,0,0,0,1,5,1,5,5
4207,44,1981,PhD,Married,87171.0,0,2013-05-01,27,1298,2,0,0,SP,1001,44,107,58,44,44,0,0,1,0,1,1,6,7,11,2
10277,64,1961,Graduation,Single,30081.0,1,2013-02-21,27,42,0,0,0,SP,36,0,2,0,0,4,0,0,0,0,0,1,1,0,3,7
4436,49,1976,Graduation,Single,20180.0,0,2013-02-20,27,137,0,0,0,SP,18,42,24,15,20,18,0,0,0,0,0,1,2,1,4,7
2929,49,1976,Graduation,Single,20180.0,0,2013-02-20,27,137,0,0,0,SP,18,42,24,15,20,18,0,0,0,0,0,1,2,1,4,7
6281,59,1966,Graduation,Divorced,55686.0,1,2013-02-14,27,982,1,0,0,SP,673,0,199,37,47,26,0,0,1,0,0,2,6,3,5,4
10390,66,1959,2n Cycle,Married,26887.0,1,2013-02-10,27,30,0,0,0,SP,6,7,4,3,4,6,0,0,0,0,0,1,1,0,3,6
2574,48,1977,PhD,Married,61996.0,1,2013-01-31,27,1230,3,1,0,SP,1050,12,144,0,0,24,1,1,0,1,0,3,6,4,8,5
709,73,1952,Graduation,Divorced,51537.0,1,2012-12-09,27,1103,0,0,0,SA,787,20,204,0,0,92,0,0,0,0,0,3,2,2,11,8
5955,63,1962,Graduation,Together,72025.0,0,2012-11-17,27,1932,0,0,0,SP,833,33,549,151,133,233,0,0,0,0,0,1,4,3,8,3
8486,54,1971,Master,Together,30538.0,1,2012-10-01,27,367,0,0,0,SP,284,0,52,8,3,20,0,0,0,0,0,4,9,0,4,10
10343,34,1991,2n Cycle,Single,61618.0,0,2012-09-29,27,1345,0,0,0,IND,605,91,399,0,45,205,0,0,0,0,0,2,3,6,8,3
6652,60,1965,Graduation,Married,77343.0,0,2014-06-09,28,1134,0,0,0,CA,227,151,573,98,54,31,0,0,0,0,0,1,3,4,9,1
8746,36,1989,Graduation,Married,75433.0,1,2014-04-05,28,1188,2,0,0,SP,800,0,297,0,34,57,1,0,0,1,0,2,2,5,10,6
4686,63,1962,PhD,Widow,82571.0,0,2014-04-02,28,1686,1,0,0,SP,861,31,558,62,95,79,0,0,0,0,1,0,6,5,13,2
3551,71,1954,Master,Together,60033.0,1,2014-03-29,28,198,0,0,0,SP,62,1,57,19,11,48,0,0,0,0,0,2,2,1,5,2
4338,42,1983,Graduation,Single,39062.0,1,2014-03-25,28,44,1,0,0,SP,23,0,9,0,0,12,0,0,1,0,0,1,1,0,3,4
4444,53,1972,Graduation,Married,30023.0,1,2014-03-24,28,61,0,0,0,SP,11,0,16,7,6,21,0,0,0,0,0,1,2,0,3,8
498,55,1970,Graduation,Single,30015.0,1,2014-02-02,28,57,0,0,0,SP,25,0,22,2,3,5,0,0,0,0,0,2,1,0,4,5
8230,45,1980,Graduation,Married,33228.0,1,2014-01-23,28,71,0,0,0,SP,22,2,31,7,4,5,0,0,0,0,0,1,2,0,3,7
2826,58,1967,Graduation,Married,22574.0,3,2013-10-28,28,37,0,0,0,SP,25,0,8,2,0,2,0,0,0,0,0,2,2,0,3,7
6222,58,1967,Graduation,Married,22574.0,3,2013-10-28,28,37,0,0,0,SP,25,0,8,2,0,2,0,0,0,0,0,2,2,0,3,7
7352,68,1957,Graduation,Married,55267.0,1,2013-10-21,28,405,0,0,0,CA,161,28,136,32,3,45,0,0,0,0,0,4,3,4,6,3
10928,67,1958,Graduation,Together,66886.0,1,2013-09-16,28,599,0,0,0,SP,315,4,62,41,31,146,0,0,0,0,0,2,7,1,7,5
10736,54,1971,Graduation,Single,72258.0,1,2013-09-12,28,1525,0,0,0,CA,522,0,522,227,120,134,0,0,0,0,0,2,6,9,5,2
10163,41,1984,PhD,Single,82733.0,0,2013-09-10,28,1323,0,1,0,SP,712,50,420,65,38,38,0,0,0,0,0,1,8,4,7,4
6168,62,1963,Graduation,Divorced,45146.0,2,2013-07-15,28,53,0,0,0,IND,33,0,5,0,0,15,0,0,0,0,0,2,1,1,2,4
4656,35,1990,2n Cycle,Single,51250.0,1,2013-03-30,28,710,1,0,0,SA,342,32,230,34,32,40,0,0,1,0,0,5,10,5,4,9
626,74,1951,Graduation,Married,32871.0,2,2013-03-09,28,43,0,0,0,US,22,2,12,0,2,5,0,0,0,0,0,1,1,0,3,4
3870,47,1978,2n Cycle,Together,63855.0,0,2013-02-09,28,1006,0,0,0,GER,359,35,314,93,116,89,0,0,0,0,0,1,7,3,13,4
6299,57,1968,PhD,Divorced,42564.0,1,2013-01-02,28,813,1,1,0,CA,324,48,186,39,18,198,0,0,1,0,0,6,6,8,4,7
7798,53,1972,2n Cycle,Together,46344.0,1,2012-12-14,28,429,0,0,0,CA,233,20,57,8,20,91,0,0,0,0,0,4,7,1,5,7
9973,62,1963,Graduation,Married,50437.0,2,2012-10-17,28,490,0,0,0,SP,370,9,92,6,9,4,0,0,0,0,0,3,7,1,8,7
4299,65,1960,Graduation,Together,70971.0,1,2012-09-21,28,1825,0,1,0,SP,1001,17,572,93,125,17,0,0,0,0,0,7,11,11,5,7
10971,48,1977,Graduation,Single,37774.0,2,2012-09-03,28,473,1,1,1,SP,173,8,107,7,2,176,0,0,1,0,0,4,7,2,3,9
9931,62,1963,PhD,Married,4023.0,2,2014-06-23,29,9,0,0,0,SP,5,0,1,1,1,1,0,0,0,0,0,15,0,0,0,19
6679,59,1966,Graduation,Single,33279.0,0,2014-06-12,29,16,0,0,0,SP,10,3,3,0,0,0,0,0,0,0,0,1,0,0,3,3
5961,47,1978,Graduation,Married,42693.0,1,2014-06-07,29,57,0,0,0,SP,8,4,20,6,3,16,0,0,0,0,0,1,1,0,3,5
6255,73,1952,Master,Together,70545.0,1,2014-06-03,29,334,0,0,0,AUS,138,39,63,55,18,21,0,0,0,0,0,1,4,1,7,2
8614,68,1957,Graduation,Widow,65486.0,1,2014-05-12,29,507,0,0,0,AUS,245,19,125,37,67,14,0,0,0,0,0,1,4,2,10,2
7828,44,1981,Master,Together,77882.0,0,2014-04-30,29,818,0,0,0,SA,68,129,396,188,22,15,0,0,0,0,0,1,3,3,5,1
1277,65,1960,Graduation,Together,78468.0,0,2014-04-09,29,1004,1,0,0,US,434,22,388,104,22,34,1,0,0,0,0,1,10,7,10,4
3595,62,1963,Graduation,Together,77226.0,1,2014-02-28,29,1138,0,0,0,SP,631,43,239,128,76,21,0,0,0,0,0,2,6,8,12,3
5735,34,1991,Master,Single,90638.0,0,2014-02-13,29,2525,1,0,0,SP,1156,120,915,94,144,96,0,0,0,0,1,1,3,4,10,1
5350,34,1991,Master,Single,90638.0,0,2014-02-13,29,2525,1,1,0,SA,1156,120,915,94,144,96,0,0,0,0,1,1,3,4,10,1
4137,77,1948,Graduation,Together,70666.0,0,2013-12-06,29,1076,0,0,0,AUS,398,40,367,119,122,30,0,0,0,0,0,1,7,4,4,4
6357,66,1959,2n Cycle,Divorced,59052.0,1,2013-11-17,29,491,0,0,0,SA,230,35,75,63,57,31,0,0,0,0,0,3,7,1,7,5
9316,73,1952,Basic,Together,13084.0,0,2013-11-02,29,29,0,0,0,US,2,0,7,3,7,10,0,0,0,0,0,1,1,0,3,6
3578,76,1949,Graduation,Divorced,49160.0,1,2013-10-20,29,236,0,0,0,SP,122,21,43,25,10,15,0,0,0,0,0,2,3,1,6,6
153,72,1953,Graduation,Divorced,23272.0,0,2013-10-17,29,46,0,0,0,SP,19,3,6,4,2,12,0,0,0,0,0,1,1,0,3,4
10524,62,1963,Master,Divorced,49476.0,1,2013-06-20,29,795,0,0,0,CA,386,23,95,54,41,196,0,0,0,0,0,4,2,11,5,2
1518,60,1965,Master,Married,62694.0,2,2013-06-17,29,749,0,0,0,SP,379,6,157,25,91,91,0,0,0,0,0,5,9,3,7,7
2036,52,1973,PhD,Together,57906.0,1,2013-06-11,29,401,0,0,0,IND,243,11,119,10,3,15,0,0,0,0,0,3,4,2,8,4
9495,43,1982,Graduation,Together,71853.0,0,2013-05-08,29,1149,0,0,0,SP,358,108,413,141,97,32,0,0,0,0,0,1,2,8,6,1
2631,43,1982,Graduation,Together,71853.0,0,2013-05-08,29,1149,0,0,0,SP,358,108,413,141,97,32,0,0,0,0,0,1,2,8,6,1
6312,66,1959,Graduation,Married,65031.0,1,2013-03-17,29,863,0,0,0,GER,258,107,291,84,37,86,0,0,0,0,0,4,10,3,13,7
615,65,1960,Graduation,Together,30507.0,0,2013-03-11,29,343,0,0,0,SP,65,36,74,38,20,110,0,0,0,0,0,1,5,1,4,7
4406,55,1970,Graduation,Together,67419.0,1,2013-01-16,29,1471,0,0,0,CA,846,84,352,91,56,42,0,0,0,0,0,4,9,4,8,5
10061,75,1950,Graduation,Married,59462.0,1,2013-01-05,29,1088,0,0,0,US,724,17,143,0,8,196,0,0,0,0,0,2,9,2,12,7
10619,31,1994,Graduation,Single,95529.0,0,2012-12-03,29,1990,1,1,0,SA,770,29,890,250,27,24,0,0,0,0,1,1,7,3,7,3
4945,72,1953,Graduation,Widow,53653.0,0,2012-11-07,29,1210,0,0,0,SP,815,10,239,28,10,108,0,0,0,0,0,2,10,4,12,6
1777,45,1980,Basic,Married,25965.0,0,2012-09-07,29,74,0,0,0,SP,2,2,11,41,7,11,0,0,0,0,0,1,2,0,3,8
4023,55,1970,Graduation,Married,22979.0,1,2012-09-06,29,115,0,1,0,SP,16,17,19,20,21,22,0,0,0,0,0,3,3,2,2,8
7922,74,1951,PhD,Single,64950.0,1,2012-08-12,29,966,1,0,0,SA,819,0,72,12,0,63,0,0,0,1,0,2,11,2,10,7
10699,40,1985,Graduation,Married,44322.0,1,2014-06-16,30,92,0,0,0,SA,46,0,40,3,0,3,0,0,0,0,0,2,3,0,3,8
7516,42,1983,Graduation,Married,30096.0,1,2014-05-22,30,45,0,0,0,GER,5,3,11,12,5,9,0,0,0,0,0,1,2,0,3,6
3129,42,1983,Graduation,Married,30096.0,1,2014-05-22,30,45,0,0,0,SP,5,3,11,12,5,9,0,0,0,0,0,1,2,0,3,6
5121,48,1977,Graduation,Single,56628.0,1,2014-03-21,30,761,1,0,0,CA,479,5,82,7,17,171,0,0,1,0,0,2,7,6,5,5
2186,48,1977,2n Cycle,Together,82326.0,0,2014-03-10,30,2257,3,1,0,SP,938,142,754,159,81,183,1,0,0,1,1,1,5,10,6,2
10548,30,1995,Graduation,Single,71163.0,0,2014-03-09,30,960,0,0,0,GER,283,17,372,138,106,44,0,0,0,0,0,1,3,8,12,1
6384,47,1978,Graduation,Divorced,71022.0,1,2014-02-11,30,1453,1,0,0,US,909,12,278,0,12,242,0,0,1,0,0,3,5,2,11,8
2625,71,1954,2n Cycle,Single,42607.0,1,2013-11-17,30,350,0,0,0,SA,156,29,56,30,32,47,0,0,0,0,0,2,3,2,7,3
1676,50,1975,Graduation,Married,43057.0,1,2013-10-30,30,266,0,0,0,SP,213,2,44,0,2,5,0,0,0,0,0,4,4,2,5,5
5534,50,1975,Master,Married,47808.0,1,2013-10-20,30,224,1,0,0,SP,123,1,26,2,0,72,0,0,1,0,0,2,3,2,3,7
6859,38,1987,Graduation,Single,29236.0,1,2013-10-08,30,99,0,0,0,SP,37,4,24,16,9,9,0,0,0,0,0,2,4,0,3,9
271,56,1969,Graduation,Widow,40590.0,2,2013-10-02,30,258,1,0,0,CA,154,0,50,6,11,37,0,0,1,0,0,5,3,4,3,6
7699,56,1969,Graduation,Widow,40590.0,2,2013-10-02,30,258,1,0,0,CA,154,0,50,6,11,37,0,0,1,0,0,5,3,4,3,6
7832,66,1959,Master,Married,77520.0,1,2013-08-28,30,1526,3,1,0,SP,940,44,396,0,88,58,1,0,1,0,1,1,8,7,7,4
938,44,1981,Graduation,Married,40211.0,2,2013-07-30,30,87,1,0,0,SP,51,1,7,2,1,25,0,0,1,0,0,2,2,1,2,8
7873,52,1973,PhD,Together,63516.0,2,2013-07-06,30,300,0,0,0,CA,141,11,114,15,14,5,0,0,0,0,0,4,4,1,7,5
9967,51,1974,Graduation,Divorced,53034.0,2,2013-05-30,30,447,0,0,0,US,160,15,196,15,11,50,0,0,0,0,0,8,6,1,7,8
1087,50,1975,Master,Together,22669.0,1,2013-05-22,30,173,0,1,0,SP,16,14,36,37,22,48,0,0,0,0,0,3,4,1,2,9
8314,43,1982,Graduation,Married,79908.0,0,2013-04-05,30,1772,1,0,0,SP,557,129,761,29,185,111,0,0,0,0,1,1,5,6,7,2
3762,39,1986,PhD,Single,69867.0,0,2013-04-02,30,925,1,1,0,SA,196,0,512,33,130,54,1,0,0,0,0,1,3,5,8,1
10383,59,1966,Graduation,Divorced,70287.0,0,2013-04-02,30,1093,0,1,0,AUS,295,35,482,121,120,40,0,0,0,0,0,1,5,5,10,3
6798,59,1966,Graduation,Single,37070.0,2,2013-03-20,30,433,0,1,0,SA,231,7,137,4,15,39,0,0,0,0,0,9,5,1,8,7
4168,59,1966,Graduation,Single,37070.0,2,2013-03-20,30,433,0,1,0,SP,231,7,137,4,15,39,0,0,0,0,0,9,5,1,8,7
6690,59,1966,Master,Married,38179.0,2,2013-03-14,30,90,0,0,0,SA,38,4,22,4,2,20,0,0,0,0,0,4,3,1,3,7
10602,42,1983,Graduation,Married,39922.0,1,2013-02-14,30,156,0,0,0,IND,29,12,59,19,1,36,0,0,0,0,0,2,3,0,4,8
3220,42,1983,Graduation,Married,39922.0,1,2013-02-14,30,156,0,0,0,GER,29,12,59,19,1,36,0,0,0,0,0,2,3,0,4,8
5424,42,1983,Graduation,Married,39922.0,1,2013-02-14,30,156,0,0,0,SA,29,12,59,19,1,36,0,0,0,0,0,2,3,0,4,8
7488,62,1963,Master,Single,64191.0,1,2013-01-22,30,825,0,0,0,SP,420,15,186,151,38,15,0,0,0,0,0,3,5,3,13,3
5289,50,1975,2n Cycle,Single,41658.0,2,2012-11-09,30,72,0,0,0,AUS,8,4,12,15,4,29,0,0,0,0,0,2,1,1,2,4
347,49,1976,Graduation,Divorced,40780.0,1,2012-09-08,30,377,0,0,0,CA,229,27,71,13,3,34,0,0,0,0,0,4,7,1,5,9
5236,46,1979,Graduation,Together,77568.0,1,2012-08-25,30,2194,3,0,0,SP,1230,0,396,232,178,158,1,0,0,1,1,1,10,2,8,5
9478,40,1985,Graduation,Single,66503.0,1,2012-08-14,30,401,0,0,0,SP,91,64,128,65,3,50,0,0,0,0,0,2,4,3,6,3
477,39,1986,Graduation,Married,83512.0,0,2014-06-17,31,2157,4,1,0,SP,1060,61,835,80,20,101,1,1,1,0,1,1,4,7,10,1
7411,61,1964,PhD,Married,31686.0,2,2014-06-05,31,17,0,0,0,SA,11,0,5,0,0,1,0,0,0,0,0,2,1,0,3,6
3107,49,1976,Graduation,Together,71322.0,1,2014-05-02,31,350,0,0,0,AUS,121,24,124,24,15,42,0,0,0,0,0,1,4,1,7,2
7437,37,1988,Graduation,Single,27938.0,1,2014-04-28,31,29,0,0,0,AUS,13,0,8,2,1,5,0,0,0,0,0,1,1,0,4,3
255,74,1951,Graduation,Divorced,22263.0,2,2014-03-30,31,21,0,0,1,SP,17,0,2,0,0,2,0,0,0,0,0,2,1,0,3,6
3790,69,1956,Graduation,Together,34633.0,3,2014-01-23,31,15,0,0,0,SA,8,1,5,0,0,1,0,0,0,0,0,1,1,0,2,6
749,44,1981,Graduation,Together,42162.0,1,2013-11-19,31,145,1,1,0,SP,46,7,59,2,4,27,0,0,1,0,0,2,3,1,3,6
1503,49,1976,PhD,Together,162397.0,2,2013-06-03,31,107,0,0,0,SP,85,1,16,2,1,2,0,0,0,0,0,0,0,0,1,1
8650,47,1978,Graduation,Widow,54162.0,2,2013-03-18,31,42,0,0,0,SP,5,6,10,6,5,10,0,0,0,0,0,1,1,0,3,4
607,70,1955,2n Cycle,Divorced,41769.0,1,2013-02-13,31,521,0,0,0,IND,302,29,131,32,0,27,0,0,0,0,0,6,8,1,7,8
1008,44,1981,PhD,Together,44953.0,0,2012-12-21,31,1021,1,0,0,GER,728,17,133,11,8,124,0,0,1,0,0,1,7,3,13,6
9396,47,1978,PhD,Married,37717.0,1,2012-11-23,31,25,0,0,0,SA,9,0,6,4,1,5,0,0,0,0,0,1,1,0,2,9
933,47,1978,PhD,Married,37717.0,1,2012-11-23,31,25,0,0,0,SP,9,0,6,4,1,5,0,0,0,0,0,1,1,0,2,9
5710,55,1970,Graduation,Together,40548.0,1,2012-10-10,31,120,1,0,0,AUS,110,0,5,2,0,3,0,0,0,1,0,2,2,1,4,5
2882,50,1975,2n Cycle,Divorced,67893.0,1,2012-10-01,31,995,0,0,0,SA,711,28,142,49,18,47,0,0,0,0,0,2,3,2,9,8
2379,72,1953,Graduation,Single,69267.0,0,2012-09-22,31,1635,0,1,0,SA,778,44,499,95,73,146,0,0,0,0,0,2,3,4,5,7
5342,49,1976,Basic,Divorced,9548.0,1,2012-08-08,31,29,0,0,0,CA,0,1,3,10,6,9,0,0,0,0,0,2,1,0,3,8
3262,67,1958,Graduation,Single,68281.0,0,2012-08-07,31,1655,0,1,0,SP,995,112,417,42,48,41,0,0,0,0,0,1,2,9,13,5
5832,65,1960,2n Cycle,Together,92556.0,0,2014-04-20,32,1263,0,0,0,SP,493,183,352,184,23,28,0,0,0,0,0,0,3,5,13,0
5025,46,1979,Graduation,Single,48526.0,1,2013-12-24,32,135,0,0,0,SP,23,17,23,43,20,9,0,0,0,0,0,1,2,1,4,3
569,34,1991,Graduation,Single,90273.0,0,2013-12-14,32,1991,3,1,0,SP,704,129,853,120,74,111,1,0,0,1,1,1,5,6,7,2
3102,44,1981,2n Cycle,Together,19414.0,1,2013-10-16,32,32,0,0,0,CA,2,3,12,3,5,7,0,0,0,0,0,1,1,0,3,8
9449,67,1958,PhD,Single,79761.0,1,2013-10-04,32,605,0,0,0,SA,415,5,124,15,35,11,0,0,0,0,0,1,5,2,11,3
8104,74,1951,PhD,Married,53312.0,0,2013-08-09,32,278,0,0,0,SP,241,0,12,0,0,25,0,0,0,0,0,1,5,1,5,7
75,43,1982,2n Cycle,Together,41039.0,0,2013-07-25,32,467,0,0,0,US,34,11,137,179,61,45,0,0,0,0,0,1,8,1,5,8
6421,64,1961,Graduation,Together,88347.0,0,2013-07-03,32,2116,1,0,0,SP,1050,178,555,77,138,118,1,0,0,0,0,1,4,7,9,1
3037,42,1983,PhD,Married,50150.0,0,2013-06-20,32,410,0,0,0,CA,135,46,92,65,61,11,0,0,0,0,0,2,5,2,7,5
4698,42,1983,PhD,Married,50150.0,0,2013-06-20,32,410,0,0,0,SP,135,46,92,65,61,11,0,0,0,0,0,2,5,2,7,5
